date_snapshot,entrepot_id,entrepot_nom,store_id,store_city,product_id,product_name,categorie,capacite_totale,stock_actuel,seuil_min,seuil_max,taux_occupation_pct,rupture_stock,surstock,rotation_stock_j
2025-01-13,E02,Lyon-Sud,S02,Lyon,P002,Riz 1kg,Alimentaire,35000,154,70,832,0.44,Non,Non,17.5
2025-01-13,E02,Lyon-Sud,S02,Lyon,P003,Pâtes 500g,Alimentaire,35000,429,45,742,1.23,Non,Non,15.1
2025-01-13,E02,Lyon-Sud,S02,Lyon,P004,Shampoing,Droguerie,35000,375,84,614,1.07,Non,Non,12.8
2025-01-13,E02,Lyon-Sud,S02,Lyon,P005,Lessive,Droguerie,35000,805,67,1355,2.3,Non,Non,14.4
2025-01-13,E02,Lyon-Sud,S02,Lyon,P006,T-shirt homme,Textile,35000,478,25,1284,1.37,Non,Non,21.3
2025-01-13,E02,Lyon-Sud,S02,Lyon,P007,Jeans,Textile,35000,584,39,672,1.67,Non,Non,15.9
2025-01-13,E02,Lyon-Sud,S02,Lyon,P008,Smartphone,Électronique,35000,740,70,1241,2.11,Non,Non,2.8
2025-01-13,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,521,94,1087,1.49,Non,Non,9.7
2025-01-13,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,883,24,1403,2.52,Non,Non,12.4
2025-01-13,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,627,45,1902,2.09,Non,Non,18.5
2025-01-13,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,460,44,1968,1.53,Non,Non,17.5
2025-01-13,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,309,64,517,1.03,Non,Non,19.8
2025-01-13,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,464,68,842,1.55,Non,Non,6.5
2025-01-13,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,275,41,1289,0.92,Non,Non,13.6
2025-01-13,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,302,35,681,1.01,Non,Non,29.1
2025-01-13,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,804,52,943,2.68,Non,Non,12.9
2025-01-13,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,1136,37,1203,3.79,Non,Oui,21.2
2025-01-13,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,309,54,1879,1.03,Non,Non,3.9
2025-01-13,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,1303,85,1551,4.34,Non,Non,26.7
2025-01-13,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,1505,25,1593,5.38,Non,Oui,15.3
2025-01-13,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,1265,96,1907,4.52,Non,Non,3.8
2025-01-13,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,302,99,1334,1.08,Non,Non,19.5
2025-01-13,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,173,59,1956,0.62,Non,Non,20.1
2025-01-13,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,778,93,1898,2.78,Non,Non,8.6
2025-01-13,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,693,45,1646,2.48,Non,Non,24.3
2025-01-13,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,1971,37,1974,7.04,Non,Oui,29.7
2025-01-13,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,374,78,882,1.34,Non,Non,20.3
2025-01-13,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,483,66,1588,1.73,Non,Non,7.5
2025-01-13,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,834,53,914,2.98,Non,Oui,2.0
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,80,50,658,0.32,Non,Non,21.5
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,1083,66,1869,4.33,Non,Non,15.5
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,546,23,1265,2.18,Non,Non,11.7
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,799,79,1990,3.2,Non,Non,27.6
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,550,92,1882,2.2,Non,Non,15.5
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,1201,78,1322,4.8,Non,Oui,21.7
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P007,Jeans,Textile,25000,1581,54,1978,6.32,Non,Non,28.3
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P008,Smartphone,Électronique,25000,369,62,908,1.48,Non,Non,29.0
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P009,TV 4K,Électronique,25000,1155,75,1259,4.62,Non,Oui,14.7
2025-01-13,E05,Toulouse-Ouest,S05,Toulouse,P010,Casque audio,Électronique,25000,791,54,1304,3.16,Non,Non,28.0
2025-01-13,E06,Nice-Est,S06,Nice,P001,Lait demi-écrémé,Alimentaire,20000,782,96,1529,3.91,Non,Non,28.9
2025-01-13,E06,Nice-Est,S06,Nice,P002,Riz 1kg,Alimentaire,20000,427,28,1382,2.14,Non,Non,27.3
2025-01-13,E06,Nice-Est,S06,Nice,P003,Pâtes 500g,Alimentaire,20000,181,36,661,0.91,Non,Non,11.0
2025-01-13,E06,Nice-Est,S06,Nice,P004,Shampoing,Droguerie,20000,8,67,545,0.04,Oui,Non,17.6
2025-01-13,E06,Nice-Est,S06,Nice,P005,Lessive,Droguerie,20000,1040,99,1127,5.2,Non,Oui,3.5
2025-01-13,E06,Nice-Est,S06,Nice,P006,T-shirt homme,Textile,20000,778,63,879,3.89,Non,Non,12.6
2025-01-13,E06,Nice-Est,S06,Nice,P007,Jeans,Textile,20000,760,38,1161,3.8,Non,Non,17.7
2025-01-13,E06,Nice-Est,S06,Nice,P008,Smartphone,Électronique,20000,914,70,1118,4.57,Non,Non,6.3
2025-01-13,E06,Nice-Est,S06,Nice,P009,TV 4K,Électronique,20000,464,50,527,2.32,Non,Non,26.2
2025-01-13,E06,Nice-Est,S06,Nice,P010,Casque audio,Électronique,20000,245,55,779,1.23,Non,Non,11.7
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,22000,272,95,743,1.24,Non,Non,6.3
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P002,Riz 1kg,Alimentaire,22000,107,35,1085,0.49,Non,Non,29.9
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,22000,1115,53,1832,5.07,Non,Non,17.9
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P004,Shampoing,Droguerie,22000,425,51,822,1.93,Non,Non,24.7
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P005,Lessive,Droguerie,22000,632,58,1148,2.87,Non,Non,7.2
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P006,T-shirt homme,Textile,22000,1160,27,1427,5.27,Non,Non,13.0
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P007,Jeans,Textile,22000,106,78,962,0.48,Non,Non,28.9
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P008,Smartphone,Électronique,22000,546,22,561,2.48,Non,Oui,19.7
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P009,TV 4K,Électronique,22000,1087,35,1515,4.94,Non,Non,24.8
2025-01-13,E07,Bordeaux-Centre,S07,Bordeaux,P010,Casque audio,Électronique,22000,123,41,790,0.56,Non,Non,3.3
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,24000,189,90,1414,0.79,Non,Non,27.6
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P002,Riz 1kg,Alimentaire,24000,651,91,1075,2.71,Non,Non,5.5
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P003,Pâtes 500g,Alimentaire,24000,572,66,1847,2.38,Non,Non,22.4
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P004,Shampoing,Droguerie,24000,1035,42,1386,4.31,Non,Non,24.1
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P005,Lessive,Droguerie,24000,1020,53,1046,4.25,Non,Oui,2.4
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P006,T-shirt homme,Textile,24000,658,83,897,2.74,Non,Non,29.0
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P007,Jeans,Textile,24000,1083,23,1916,4.51,Non,Non,12.9
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P008,Smartphone,Électronique,24000,227,63,802,0.95,Non,Non,27.2
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P009,TV 4K,Électronique,24000,270,79,1427,1.12,Non,Non,17.7
2025-01-13,E08,Nantes-Atlantique,S08,Nantes,P010,Casque audio,Électronique,24000,663,71,1896,2.76,Non,Non,12.8
2025-01-20,E01,Paris-Rungis,S01,Paris,P001,Lait demi-écrémé,Alimentaire,50000,6,44,1458,0.01,Oui,Non,4.2
2025-01-20,E01,Paris-Rungis,S01,Paris,P002,Riz 1kg,Alimentaire,50000,1694,27,1822,3.39,Non,Oui,2.4
2025-01-20,E01,Paris-Rungis,S01,Paris,P003,Pâtes 500g,Alimentaire,50000,731,100,1934,1.46,Non,Non,24.6
2025-01-20,E01,Paris-Rungis,S01,Paris,P004,Shampoing,Droguerie,50000,128,76,1599,0.26,Non,Non,1.7
2025-01-20,E01,Paris-Rungis,S01,Paris,P005,Lessive,Droguerie,50000,1063,67,1166,2.13,Non,Oui,20.1
2025-01-20,E01,Paris-Rungis,S01,Paris,P006,T-shirt homme,Textile,50000,25,25,574,0.05,Non,Non,27.7
2025-01-20,E01,Paris-Rungis,S01,Paris,P007,Jeans,Textile,50000,364,81,1897,0.73,Non,Non,22.2
2025-01-20,E01,Paris-Rungis,S01,Paris,P008,Smartphone,Électronique,50000,381,28,1133,0.76,Non,Non,10.3
2025-01-20,E01,Paris-Rungis,S01,Paris,P009,TV 4K,Électronique,50000,435,44,745,0.87,Non,Non,1.8
2025-01-20,E01,Paris-Rungis,S01,Paris,P010,Casque audio,Électronique,50000,587,58,964,1.17,Non,Non,21.1
2025-01-20,E02,Lyon-Sud,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,35000,781,35,945,2.23,Non,Non,12.5
2025-01-20,E02,Lyon-Sud,S02,Lyon,P002,Riz 1kg,Alimentaire,35000,177,100,1921,0.51,Non,Non,15.3
2025-01-20,E02,Lyon-Sud,S02,Lyon,P003,Pâtes 500g,Alimentaire,35000,203,41,571,0.58,Non,Non,4.5
2025-01-20,E02,Lyon-Sud,S02,Lyon,P004,Shampoing,Droguerie,35000,708,68,1774,2.02,Non,Non,11.2
2025-01-20,E02,Lyon-Sud,S02,Lyon,P005,Lessive,Droguerie,35000,800,39,1561,2.29,Non,Non,6.1
2025-01-20,E02,Lyon-Sud,S02,Lyon,P006,T-shirt homme,Textile,35000,1320,23,1730,3.77,Non,Non,6.4
2025-01-20,E02,Lyon-Sud,S02,Lyon,P007,Jeans,Textile,35000,504,100,1492,1.44,Non,Non,11.0
2025-01-20,E02,Lyon-Sud,S02,Lyon,P008,Smartphone,Électronique,35000,721,67,1760,2.06,Non,Non,25.0
2025-01-20,E02,Lyon-Sud,S02,Lyon,P009,TV 4K,Électronique,35000,151,47,980,0.43,Non,Non,5.9
2025-01-20,E02,Lyon-Sud,S02,Lyon,P010,Casque audio,Électronique,35000,716,76,964,2.05,Non,Non,18.9
2025-01-20,E03,Marseille-Port,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,30000,1245,86,1735,4.15,Non,Non,6.1
2025-01-20,E03,Marseille-Port,S03,Marseille,P002,Riz 1kg,Alimentaire,30000,970,56,1244,3.23,Non,Non,21.0
2025-01-20,E03,Marseille-Port,S03,Marseille,P003,Pâtes 500g,Alimentaire,30000,461,48,1225,1.54,Non,Non,4.7
2025-01-20,E03,Marseille-Port,S03,Marseille,P004,Shampoing,Droguerie,30000,178,74,1374,0.59,Non,Non,15.7
2025-01-20,E03,Marseille-Port,S03,Marseille,P005,Lessive,Droguerie,30000,813,24,1461,2.71,Non,Non,3.7
2025-01-20,E03,Marseille-Port,S03,Marseille,P006,T-shirt homme,Textile,30000,940,26,1628,3.13,Non,Non,2.3
2025-01-20,E03,Marseille-Port,S03,Marseille,P007,Jeans,Textile,30000,1243,43,1296,4.14,Non,Oui,15.4
2025-01-20,E03,Marseille-Port,S03,Marseille,P008,Smartphone,Électronique,30000,324,35,1535,1.08,Non,Non,25.1
2025-01-20,E03,Marseille-Port,S03,Marseille,P009,TV 4K,Électronique,30000,79,45,1280,0.26,Non,Non,3.9
2025-01-20,E03,Marseille-Port,S03,Marseille,P010,Casque audio,Électronique,30000,159,82,755,0.53,Non,Non,12.5
2025-01-20,E04,Lille-Nord,S04,Lille,P001,Lait demi-écrémé,Alimentaire,28000,1731,65,1820,6.18,Non,Oui,28.6
2025-01-20,E04,Lille-Nord,S04,Lille,P002,Riz 1kg,Alimentaire,28000,914,90,955,3.26,Non,Oui,28.9
2025-01-20,E04,Lille-Nord,S04,Lille,P003,Pâtes 500g,Alimentaire,28000,374,91,1794,1.34,Non,Non,21.5
2025-01-20,E04,Lille-Nord,S04,Lille,P004,Shampoing,Droguerie,28000,1625,83,1864,5.8,Non,Non,25.4
2025-01-20,E04,Lille-Nord,S04,Lille,P005,Lessive,Droguerie,28000,1560,75,1948,5.57,Non,Non,8.6
2025-01-20,E04,Lille-Nord,S04,Lille,P006,T-shirt homme,Textile,28000,979,53,1324,3.5,Non,Non,6.8
2025-01-20,E04,Lille-Nord,S04,Lille,P007,Jeans,Textile,28000,268,76,1037,0.96,Non,Non,5.2
2025-01-20,E04,Lille-Nord,S04,Lille,P008,Smartphone,Électronique,28000,312,47,1914,1.11,Non,Non,5.1
2025-01-20,E04,Lille-Nord,S04,Lille,P009,TV 4K,Électronique,28000,1041,40,1958,3.72,Non,Non,1.5
2025-01-20,E04,Lille-Nord,S04,Lille,P010,Casque audio,Électronique,28000,598,33,1744,2.14,Non,Non,8.4
2025-01-20,E05,Toulouse-Ouest,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,25000,1147,39,1208,4.59,Non,Oui,29.7
2025-01-20,E05,Toulouse-Ouest,S05,Toulouse,P002,Riz 1kg,Alimentaire,25000,734,92,815,2.94,Non,Oui,24.7
2025-01-20,E05,Toulouse-Ouest,S05,Toulouse,P003,Pâtes 500g,Alimentaire,25000,182,100,877,0.73,Non,Non,22.3
2025-01-20,E05,Toulouse-Ouest,S05,Toulouse,P004,Shampoing,Droguerie,25000,117,65,1329,0.47,Non,Non,11.9
2025-01-20,E05,Toulouse-Ouest,S05,Toulouse,P005,Lessive,Droguerie,25000,432,99,1191,1.73,Non,Non,11.8
2025-01-20,E05,Toulouse-Ouest,S05,Toulouse,P006,T-shirt homme,Textile,25000,496,26,1297,1.98,Non,Non,25.2
